"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35"
"1";0,76838890965739;0,650679245203893;0,662266642147375;0,578899786325607;0,469481605684281;0,690506996487064;0,604190793967011;0,858295694939221;0,504496880521901;0,789286824843756;0,512105092889393;0,59120292762962;0,512322231967917;0,649575072299535;0,569600590685635;0,538220720969556;0,0264410504165924;0,506758495174461;0,665625318079998;1;1,0000000000011;1;0,514823179164049;0,796559738371535;0,592477374303094;0,3934075382379;0,674841695629811;0,425418235502361;0,651617529132436;0,741640728383681;0,469207576174618;0,386129664266698;0,449489909514223;0,574766933362811;1
"2";0,475188470099633;0,875851379301865;0,795845207370137;0,652074377072429;0,642219494471428;0,502456274964535;0,539642331199709;0,609514075215572;0,401468860865627;0,891267513662931;0,712267237412835;0,686490545763003;0,522203004641962;0,818745476886333;0,511964181931943;0,549790644817306;1;0,999999999998725;0,458957714784763;1;1;0,564418297041683;0,664975311661014;0,243836414950536;0,682448045617879;0,295882727080046;0,361275259497068;0,260554883080092;0,747530455778291;0,295006560013986;0,599824059354095;0,473348085854242;0,288578881593947;0,714075312234733;0,296897546076358
"3";0,450011016694851;0,859738583967599;0,807050900489932;0,638023379777572;0,623632727227955;0,475339293287331;0,546667438023851;0,600760563494342;0,370546797082049;0,864447544222449;0,698394049148144;0,661692795928685;0,508217478795476;0,785232960924516;0,481977506480655;0,504768758827375;0,999999999999645;0,968443460367242;0,431547310069855;0,863537920389716;0,999999999999918;0,484594250707601;0,643074849893377;0,25675428427784;0,638942669681563;0,28163975588747;0,323818568924114;0,258294534474207;0,69664393356642;0,291158792645054;0,588765087874768;0,476447209414532;0,290998017498468;0,685126558704974;0,311099214935391
"4";0,626483800900432;0,838717314589761;0,73121509748098;0,724939448762092;0,711182833082384;0,666333983950424;0,543916187886128;0,71202570044643;0,535055051799306;1;0,750562479541104;0,764435725328792;0,5618953668784;0,874826610823405;0,634914125905675;0,728103835243247;0,0859646941263642;0,921327693242362;0,641410927467589;0,859428990172076;1;1;0,751729309062039;0,209724686892362;0,872007092903496;0,461039220927007;0,637424443538278;0,335179080472644;0,908501325768758;0,356187408723756;0,686558549385585;0,460115083373572;0,327427961797563;0,75550840986157;0,264319657602206
"5";0,598735083456914;0,833861405834633;0,699046867021098;0,712570550208334;0,746622466739031;0,639308136305244;0,505125383475537;0,653604007838422;0,557652695488179;1;0,71231200484422;0,792954529665106;0,562757652871495;0,90129060083409;0,646550014015793;0,750396168007316;0,660766239272519;1;0,641047952385179;0,878615820413238;0,982469473992036;0,999999999996558;0,774553419287494;0,163594165625263;0,948015649587318;0,482010430377316;0,656571476449896;0,323784944457601;0,915737995652429;0,32102385523791;0,691273398337443;0,430046077916541;0,303732667816105;0,803113354830259;0,208819720805752
"6";0,750005242940759;0,645790468214723;0,674198804992783;0,606188406888906;0,507981536389199;0,694023049063456;0,618411759982513;0,86575774564859;0,495481973216355;0,817154859557258;0,548054471484377;0,605633216898927;0,506487171701331;0,654390102742494;0,565825925414696;0,554446676528488;0,0235603529537654;0,539548381410649;0,678013571292899;0,669087020067133;0,999999999984137;0,999999999972513;0,551770024541485;0,799916156539343;0,633602493241928;0,445645019290169;0,706190025070227;0,454282613346113;0,66757134036357;0,720698156857012;0,520484761262415;0,402238293013831;0,468455930293134;0,573037043304284;0,999999999993649
"7";0,53089640806995;0,604095741453153;0,741072437257286;0,492937999276724;0,379233722614345;0,476306812995265;0,637461715771735;0,735622071343353;0,318794664292785;0,644447604239034;0,444277112387401;0,471557709075156;0,437287158087033;0,515773347927253;0,398353285435138;0,328821793059564;0,0592829143853896;0,425161409511917;0,437367739117759;0,614672994921061;1,00000000000214;0,445040860120427;0,406957673256963;0,833417741043498;0,389340920971211;0,252795018441064;0,33815719172667;0,351167132143346;0,434752053511545;0,578852883395236;0,392016322378646;0,40249807682009;0,425799536052934;0,460546874275359;1
"8";0,750005242956319;0,645790468226153;0,674198805002446;0,60618840690081;0,507981536399893;0,69402304907834;0,618411759991695;0,865757745664204;0,495481973227464;0,817154859573689;0,548054471495302;0,605633216911243;0,50648717171075;0,654390102755761;0,565825925426817;0,55444667654155;0,0235603529536429;0,539548381421788;0,678013571307926;0,669087020079153;1;0,999999999998332;0,551770024553162;0,799916156543262;0,63360249325666;0,44564501930073;0,706190025087952;0,45428261335482;0,66757134037867;0,720698156869233;0,520484761273265;0,402238293020367;0,46845593030077;0,573037043315736;1
"9";0,689053891737044;0,591212095972592;0,551119849042874;0,530099794806051;0,506946671415035;0,609566350984221;0,485950221748415;0,655445025554435;0,590831650574369;0,761246590042997;0,412073898134627;0,638035832861911;0,516358759543727;0,66554481874732;0,603122313192857;0,565001233609808;0,150987411046848;0,543537750978629;0,697512368574554;1;1;1,00000000000014;0,530931025450295;0,304077504229826;0,723111008968299;0,485532781474869;0,796171023886852;0,441723190094223;0,632271462542587;0,596522609508099;0,45757712547687;0,291557987935789;0,393842148687637;0,657678429224578;0,427581588330092
"10";0,606399335609198;0,834169708754823;0,708376518953342;0,712898289823636;0,742341250046866;0,643002311573443;0,514680933386705;0,662676959304672;0,561725116598713;1;0,70391467950451;0,794156812782827;0,567782552043317;0,89868421909354;0,649456830558608;0,744374917492372;0,691346173038496;0,982344029481408;0,647332371216746;0,881741185228473;1;1;0,769981781891308;0,171249242857745;0,942944248451589;0,485593638941781;0,662944852608745;0,331007428765142;0,905919639014552;0,330645803970563;0,687516387498448;0,431803355095674;0,311272436210467;0,804667871315369;0,218325798121511
